Job Title,Description,District,Work Mode
"Programador RPA Rocketbot, UiPath","En Valtx, empresa con 24 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura tecnológica para el negocio; y consultoría en diversos procesos de transformación, nos encontramos en la búsqueda de un Programador RPA
Analizar y documentar procesos de negocio para identificar oportunidades de automatización en coordinación con las áreas usuarias.
Diseñar soluciones de automatización en plataformas Rocketbot y UiPath, aplicando estándares de calidad y marcos de trabajo como REFramework.
Desarrollar, probar e implementar bots que sean estables, escalables y seguros, garantizando continuidad operativa.
Utilizar técnicas de Computer Vision cuando las interfaces no sean estructuradas o reconocibles por selectores estándar.
Realizar pruebas unitarias, integrales y de validación, en conjunto con usuarios y áreas responsables, asegurando la calidad de cada solución.
Documentar los desarrollos realizados, incluyendo diagramas de procesos, manuales técnicos y manuales de usuario.
Administrar y mantener el versionamiento de los desarrollos mediante herramientas de control de código fuente (Git/Gitlab).
Brindar soporte y mantenimiento correctivo o evolutivo a los procesos automatizados ya implementados.
Participar en reuniones técnicas con stakeholders internos y externos, proponiendo mejoras y soluciones innovadoras.
Cumplir con las normas de seguridad de la información y políticas internas de la organización en todas las etapas del ciclo de vida de los desarrollos.
¿Qué requisitos necesito?
- Egresado técnico o bachiller universitario en Ingeniería de Sistemas, Informática, Computación o carreras afines.
- Mínimo 3 años de experiencia en desarrollo de soluciones RPA utilizando Rocketbot, UiPath y Power Automate.
- Deseable experiencia participando en proyectos integración al ERP SAP y a soluciones financieras.
Conocimientos técnicos requeridos:
Plataformas RPA: Dominio de Rocketbot Studio, su Orquestador, y de UiPath Studio, UiPath Orchestrator y REFramework.
Lenguajes de programación: Manejo de Python a nivel intermedio, así como conocimientos en VB.NET o C#.
Bases de datos: Conocimientos en SQL Server y MySQL para el manejo de datos en procesos automatizados.
Control de versiones: Uso de herramientas como Git y Gitlab para la gestión y versionado de código. Computer Vision aplicado a RPA: Conocimiento de técnicas de reconocimiento de interfaces no estructuradas.
Documentación técnica: Buenas prácticas en elaboración de diagramas en Bizagi, manuales técnicos y de usuario.
Análisis de procesos de negocio: Capacidad para identificar y evaluar procesos susceptibles de automatización.
Deseable:
Experiencia en automatización de procesos relacionados con sistemas de gestión financiera.
Enfoque estructurado para identificar, rediseñar y optimizar procesos antes de su automatización.
Aplicación de estándares y protocolos de seguridad en el desarrollo y despliegue de bots.
Conocimiento de alternativas distintas a Rocketbot y UiPath, ampliando la capacidad de integración tecnológica de la organización.
Capacidad para diseñar y ejecutar automatizaciones vinculadas a procesos de SAP.
Conocimientos de automatización con Power Automate.
Disponibilidad para trabajar bajo modalidad presencial de L-V en San Borja
¿Por qué Valtx?
Porque creemos que el talento se potencia con propósito. En Valtx no solo desarrollamos tecnología, transformamos negocios y acompañamos a nuestros colaboradores en su desarrollo profesional, promoviendo una cultura colaborativa, cercana y orientada a la excelencia.
¿Estás listo para construir soluciones que marcan la diferencia?
Postula hoy y forma parte de un equipo que evoluciona contigo.","San Borja, Lima, Peru",Presencial
Soporte Jr y Sr de Plataforma BMC Helix Remedy,"Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa.","La Victoria, Lima, Peru",Presencial
Desarrollador Backend,"Somos Inetum, una compañía de servicios ágiles que proporciona soluciones digitales y un grupo global de tecnólogos que acompaña a sus clientes en el proceso de digitalización aprovechando al máximo el digital flow.  Ofrecemos a nuestros clientes una combinación única de proximidad, organización sectorial y soluciones de calidad. Presente en más de 26 países, el Grupo tiene cerca de 27.000 colaboradores y apunta a continuar creciendo.  ¡En Inetum acompañamos a nuestros clientes y colaboradores en su camino al éxito!  Si te gusta reinventarte y resolver problemas con nuevas estrategias, trabajar en proyectos de IT y de negocios: ¡Postula ahora!","El Agustino, Lima, Peru",Presencial
Desarrollador Fullstack Java,"Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa.","La Victoria, Lima, Peru",Remoto
Programador ABAP / Preencial,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Programador ABAP para el sector de consumo masivo para la ciudad del Callao.
Requisitos:
Profesional de ingeniería de sistemas o afines.
Experiencia de 3 años con:
Programación ABAP
Experiencia con SAP ERP y/o SAP Hana
Certificado en ABAP o BTP
Funciones
Desarrollar y mantener aplicaciones ABAP en el entorno SAP, implementando integraciones entre sistemas SAP y aplicaciones externas.
Optimizar el rendimiento y la escalabilidad de soluciones ABAP, así como crear aplicaciones personalizadas y extensiones en SAP
Proporcionar soporte técnico y mantenimiento de soluciones ABAP, elaborando la documentación técnica correspondiente.
Asegurar el cumplimiento de estándares de calidad y normativas de seguridad en las soluciones desarrolladas.
Beneficios
Participar de Proyectos retadores para una de las empresas del sector tecnológico mas importantes, líder en su rubro.
Contrato renovable
Planilla completa
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!","Callao, Lima, Peru",Presencial
Desarrollador Fullstack (Java/Js) - Remoto,"Protiviti Perú se encuentra en la búsqueda de un Desarrollador Fullstack especializado en microservicios para un cliente del sector retail farmacéutico.
Responsabilidades clave:
Desarrollar aplicaciones basadas en microservicios utilizando Java (Hibernate y Spring Boot) y Angular.
Implementar soluciones siguiendo arquitectura hexagonal para garantizar modularidad y mantenibilidad.
Diseñar, desarrollar y consumir APIs RESTful/APIs REST JSON para integrar los microservicios.
Trabajar con bases de datos Oracle, MySQL y SQL, optimizando consultas y rendimiento.
Colaborar con equipos de QA y DevOps para automatizar pruebas, despliegues y monitoreo de aplicaciones.
Realizar revisiones de código y asegurar la calidad y eficiencia de los servicios.
Documentar componentes y servicios desarrollados.
Requisitos:
3+ años de experiencia como desarrollador Fullstack en entornos de microservicios.
Conocimiento en arquitectura hexagonal y buenas prácticas de diseño de software.
Experiencia con bases de datos Oracle, MySQL y SQL.
Experiencia en APIs RESTful/APIs REST JSON y gestión de microservicios.
Experiencia en Azure Devops, Google Cloud Platform.
Beneficios:
Modalidad:Remoto
Horario: Lunes a viernes de 8am a 6pm
Proyecto: 1 mes, con posibilidad de extensión hasta fin de año.
Planilla con todos los beneficios de ley
Cobertura parcialmente de EPS
Beneficios corporativos & eventos.
Se brinda equipo.","Lima, Lima, Peru",Remoto
Analista Programador,"REQUISITOS:
ü Profesional bachiller o egresado de Ingeniería de sistema,Informática
ü con amplio compromiso responsabilidad
ü Edad 26 - 40 años
EXPERIENCIA LABORAL:
ü Contar con 3 años como mínimo Analista Programador de sistemas informáticos en .NET y JAVA (desarrollador)
ü Experiencia en desarrollo Front End con sólidas habilidades en JavaScript,
ü Haber laborado en empresas de rubro industriales y Servicios Hospitalarios.( clínicas , MINSA),
ü Conocimientos Funcional de ERP : SAP , Spring.
ü Conocimiento de Innovación tecnológica servicios médicos.
FUNCIONES:
ü Desarrollar y realizar mantenimiento a los Sistemas de la organización corporativa
ü Manejo de BD SQL, ( Intermedio/ Avanzado)
ü Realizar mejoras y ser participe en los proyectos del cambio del ERP
ü Crear, dar mantenimiento y actualizar las bases de datos de los sistemas
ü Analizar los requerimientos de los sistemas bajo demanda de prioridades
ü Elaborar informes según lo solicite el cliente interno o jefe inmediato.
ü Ser comunicativo y analítico con los clientes internos de la organización.
ü Establecer mejoras de innovación a los sistemas actuales en la institución de salud corporativa.
ü Trabajo presencial","Lima, Lima, Peru",Presencial
Backend Java - Sector bancario,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como BACKEND JAVA en el rubro Bancario:
BACKEND JAVA
Requisitos para postular al cargo:
Profesional de las carreras de Ingeniería de sistemas, informática o afines.
Experiencia mayor a 5 años en Java y Spring Boot
Experiencia mayor a 4 años en Oracle, MySQL y PostgreSQL
Experiencia en programación reactiva
Experiencia en SOLID
Funciones principales del puesto:
Implementa y mantiene la funcionalidad del servidor que da soporte a la aplicación.
Crea y administra bases de datos para almacenar y gestionar la información de manera eficiente.
Desarrolla y mantiene APIs (interfaces de programación de aplicaciones) para permitir la comunicación entre el frontend (lo que el usuario ve) y el backend (el servidor).
Implementa sistemas de autenticación, autorización y protección para salvaguardar los datos y los servidores.
Trabaja para mejorar el rendimiento de la aplicación y asegurar que pueda soportar un gran número de usuarios o transacciones.
La empresa ofrece al candidato seleccionado
Únete a una empresa líder a nivel global
Planilla Completa
Beneficios acorde a ley
Trabajo híbrido en La Molina
Seguro Vida Ley
Convenios corporativos, educativos y de recreación
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación. Por ello ¡Todos los talentos son bienvenidos!","Lima, Lima, Peru",Híbrido
Desarrollador Frontend React - Por Proyecto,"En Indra seguimos creciendo y buscamos Desarroladores Frontend React.js para formar parte de nuestro equipo. Si eres un apasionado de la tecnología, tienes experiencia en plataformas de datos y quieres formar parte de una empresa global en constante innovación, ¡este es tu lugar!
🎯 Requisitos técnicos:
Profesional universitario o técnico de Ingeniería de Sistemas, Informática o carreras afines.
Experiencia de 3 años a más con React Js (indispensable).
Experiencia en preprocesadores CSS.
Experiencia en integraciones de APIS (AMPLIFY).
Experiencia en patrones de arquitectura (Ej, MVC, Flux, etc).
Experiencia en microfrontend.
Experiencia con Javascript (one-page lifecycle, anonymous functions, scoping, polifylling).
Experiencia con UX/UI (deseable)
Beneficios:
🚑 EPS 100%
📚 Acceso total a Udemy para tu desarrollo profesional.
🔖 Descuentos corporativos.
📈 Línea de carrera.
💆‍♀️ Kit ergonómico para laborar desde casa.
🧠 Atención psicológica.
🥦 Atención nutricional.
Detalles de la posición:
Modalidad: Híbrida (3 veces por semana en oficinas)
Horario: Lunes a Viernes de 9:00am a 6:30pm.
Contrato por proyecto de 3 meses","San Isidro, Lima, Peru",Híbrido
Desarrollador Full Stack Senior – Ecommerce (Magento),"Buscamos un Desarrollador Full Stack Senior con experiencia en Magento que garantice la operación, evolución y optimización de nuestro ecommerce. Será un socio técnico clave entre el equipo interno y la agencia, responsable de implementar y ajustar soluciones que aseguren un portal ágil, seguro y confiable, fortaleciendo la experiencia de compra y la presencia online de nuestras marcas.
Funciones:
Monitorear y garantizar el funcionamiento continuo del portal, previniendo caídas a partir del seguimiento de métricas claves de performance.
Atender y dar solución directa a problemas reportados por el equipo ecommerce.
Priorizar resolución de problemas técnicos y nuevos desarrollos de mejora en función al valor que agreguen al negocio.
Implementar modificaciones, personalizaciones y mejoras en Magento, tanto en frontend como backend.
Revisar y optimizar código existente para mejorar rendimiento, escalabilidad y seguridad.
Implementar nuevas funcionalidades, cambios en la interfaz y ajustes de backend solicitados por el equipo ecommerce.
Aplicar actualizaciones y parches de seguridad en Magento, asegurando compatibilidad con integraciones y personalizaciones.
Detectar oportunidades de automatización de tareas recurrentes.
Configurar herramientas de monitoreo y alertas para identificar problemas e interpretar sus resultados para actuar de forma preventiva.
Ser el punto de enlace técnico estratégico entre el equipo ecommerce y el partner de soporte.
Validar entregas técnicas de la agencia, asegurando que cumplan con los requisitos y plazos establecidos.
Ejecutar pruebas unitarias, de integración, rendimiento y seguridad antes de publicar cambios en producción.
Documentar hallazgos y proponer mejoras para prevenir incidencias futuras.
Administrar accesos y permisos de usuarios en la plataforma. Implementar buenas prácticas de seguridad para proteger datos e integraciones.
Mantener actualizada la documentación técnica de cambios, configuraciones y procedimientos de solución de problemas.
Generar guías internas para el equipo ecommerce que faciliten la resolución de incidencias menores sin intervención externa.
Planificar, coordinar y ejecutar los pases a producción de mejoras, correcciones y nuevas funcionalidades en Magento.
Validar en entorno de prueba (staging) que todos los cambios cumplan con los criterios técnicos y funcionales antes de su despliegue.
Asegura que las implementaciones no afecten la estabilidad del portal y que cuenten con respaldo (rollback plan) en caso de contingencias.
Requisitos:
Estudios culminados en Ingenieria de sistemas, informático o de software.
Experiencia minima de 5 años (Indispensable)
Certificación Adobe Commerce.
Certificación o experiencia comprobada en MAGENTO (frontend y backend). (Indispensable y excluyente)
Conocimientos de PHP/My SQL, JavcaScript, HTML5, CSS3, GIT
Experiencia comprobada en integraciones de sistemas y en la gestión de proyectos.
Ingles a nivel intermedio.","Magdalena del Mar, Lima, Peru",Híbrido
Desarrollador Genexus,"SOFTWARE ENTERPRISE SERVICES
Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición:
DESARROLLADOR GENEXUS
Requisitos:
Universitario Egresado, Titulado, Bachiller o Técnico Egresado, Titulado
Carreras de Ingeniería de Sistemas, de Software, Informática, Computación o afines
Experiencia de 3 a 5 años mínimo de experiencia Genexus , Bantotal y SQL
Herramientas no técnicas:
Trabajo en equipo
Comunicación Eficaz
Beneficios:
Hibrido / remoto
Planilla
EPS (opcional)
Oportunidad de línea de carrera","Cercado De Lima, Lima, Peru",Híbrido
Analista Senior de Automatizaciones e Inteligencia Artificial - Hibrido,"En Cibergestión Perú, empresa de servicios BPO presente en 7 países y con atención a las principales entidades financieras, se encuentra en la búsqueda del mejor talento 💪 para ocupar el puesto de Analista Senior de Automatizaciones e Inteligencia Artificial
Misión:
Diseñar, desarrollar y mantener soluciones de automatización e inteligencia artificial que mejoren la eficiencia de los procesos internos y productos de software, contribuyendo a la innovación tecnológica de la organización.
Algunas funciones:
Liderar un pequeño equipo de analistas.
Gestionar los procesos de operaciones diarias.
Identificar oportunidades de automatización en procesos internos y/o clientes.
Colaborar con equipos de desarrollo, QA, producto y negocio.miento del servicio que la empresa disponga.
Diseñar y desarrollar scripts, bots o flujos automatizados.
Implementar modelos de inteligencia artificial aplicados a NLP, clasificación, predicción o visión computacional según los requerimientos.
Integrar automatizaciones con otras aplicaciones mediante APIs o conectores.
Monitorear el rendimiento de automatizaciones e IA en producción.
Documentar procesos, modelos, arquitecturas y mantenimientos realizados
Requisitos:
Estudios universitarios completos en Ingeniería de Sistemas, computación e informatica o afines.
Contar como mínimo con 2 años de experiencia en automatización, desarrollo de bots o soluciones de IA.
Contar con disponibilidad para realizar teletrabajo mixto (Cuando sea presencial se trabajara en San Isidro).
Conocimientos técnicos:
Lenguajes de programación: Python (obligatorio), y deseable alguno de JavaScript, Java, C#
Experiencia con herramientas de RPA: UiPath, Power Automate, Blue Prism o similare.
Conocimiento de la Metodología SCRUM y Kanban.
Manejo de APIs REST y bases de datos relacionales/no relacionales.
Conocimiento con plataformas cloud (AWS, GCP, Azure)
Conocimientos en CI/CD y versionado (Git)
Si crees que cuentas con el perfil, te invitamos a postular a esta posición y ser parte de nuestra familia.","San Isidro, Lima, Peru",Híbrido
ANALISTA PROGRAMADOR VB6,"Somos Real Systems, tenemos 30 años de experiencia en el negocio de software empresarial y consultoría. Hemos implementado exitosamente soluciones en empresas de todos los sectores y giros de negocio. Contamos con un sistema de gestión de calidad basado en ISO 9001. Ofrecemos las soluciones de software para empresas, de acuerdo a la normativa y realidad nacional, con visión global.
Nos encontramos en búsqueda de un ANALISTA PROGRAMADOR VB6.
MISIÓN DEL PUESTO:
Diseñar, codificar y mejorar los modelos de software que satisfagan las necesidades de la empresa y los clientes.
REQUISITOS:
Técnico Titulado - Bachiller Universitario de Ing. de Sistemas, Ing. Software o afines.
DOMINIO LENGUAJES DE PROGRAMACIÓN (3 AÑOS MINIMO) VB6, .NET.
EXPERIENCIA EN SOFTWARES CONTABILIDAD, PLANILLAS, ACTIVOS FIJOS (DESEABLE).
FUNCIONES:
Analizar problemas de software y proponer una solución.
Codificar programas, preparar formularios, base de datos y otros elementos del software, de acuerdo al caso de uso.
Cumplir con el plan de trabajo entregado por el superior inmediato para cada proyecto.
Cumplir con los estándares de programación establecidos por la organización.
Documentar los programas que se realizan o modifican.
Entregar querys, código fuente e instaladores para generar betas o instaladores.
Mantenerse actualizado en novedades tecnológicas.
Participar en la puesta en marcha del software en el cliente.
Participar en la reunión de transferencia de caso de uso.","San Isidro, Lima, Peru",Presencial
Desarrollador Backend,"En Experis Perú buscamos al mejor talento para sumarse a los desafíos de la era digital y llevar su carrera a un siguiente nivel. Por ello, te invitamos a que formes parte del reto como Analista de Software de Integración y Soluciones Digitales para una importante empresa del sector.
Funciones:
Desarrollar, implementar y dar soporte a las aplicaciones o sistemas asignados a su cargo.
Contribuir con la labor de soporte de terceros proveedores de sistemas a cargo del área.
Contribuir con el equipo de Calidad en la preparación de los scripts y pruebas unitarias de los productos desarrollados antes de su pase a certificación.
Coordinar con las áreas correspondientes las pruebas, certificaciones y puesta en producción de los programas y aplicativos a su cargo.
Garantizar la integridad y confidencialidad del contenido y situación de los programas que le sean asignados para su modificación o revisión.
Actualizar la documentación de los cambios que se efectúen en el software de los aplicativos a su cargo.
Atender las incidencias reportadas por las áreas internas de la empresa.
Requisitos:
Técnico/Profesional egresado/a de Ingeniería de Sistemas, Software o carreras afines.
3 años de experiencia mín. en el rol o similares.
Desarrollo en Java con Spring/Spring Boot - Intermedio / Avanzado.
Bases de datos y SQL: MySQL, Oracle - Intermedio
Sistemas operativos Linux comandos de terminal/script bash - Básico / Intermedio
Control de versiones con Git, github o bitbucket (deseable).
Lenguajes de programación Go, Python, C/C++ (deseable).
Beneficios:
Planilla directa con el cliente, con todos los beneficios de ley.
Modalidad: Híbrido (Miraflores) – 4 días en oficina / 1 día en teletrabajo.
Bono anual por desempeño.
En Experis Perú, promovemos la inclusión e inserción laboral sin distinción por razón de discapacidad, género, orientación, identidad y expresión de género, lugar de origen o generación.
¡Todos los talentos son bienvenidos!","Miraflores, Lima, Peru",Híbrido
Desarrollador full stack .Net,"Buscamos un(a) Desarrollador(a) Full-Stack con experiencia en tecnologías modernas de desarrollo Front-End y Back-End. La persona ideal será capaz de analizar requerimientos, estimar esfuerzos, desarrollar soluciones escalables y mantener sistemas robustos en arquitecturas de microservicios y APIs Restful.
Ubicación:Lima
Modalidad: Tiempo completo
🔹 Requisitos:
4 años de experiencia como programador o desarrollador de software.
Dominio avanzado de: .Net
Nivel intermedio en: Java GitLab Docker
Nivel intermedio/avanzado en PostgreSQL.
🔹 Responsabilidades:
Diseñar, desarrollar y optimizar aplicaciones de alto rendimiento.
Colaborar con equipos multidisciplinarios para la integración de sistemas.
Mantener buenas prácticas de programación, control de versiones y documentación.
Proponer mejoras técnicas y funcionales para proyectos en curso.
📩 Si cumples con el perfil, postula por este medio","Lima, Lima, Peru",Presencial
Desarrollador FrontEnd Senior,"Somos Canvia, formamos parte del portafolio de Advent International y contamos con 34 años de presencia en el mercado local. Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital de nuestros clientes de manera ágil y segura.
¡Reinventa el futuro con Canvia!
Si sientes pasión por la tecnología y quieres transformar negocios, esta es tu oportunidad para desarrollarte en una empresa inclusiva, diversa, que se desafía constantemente.
Nuestro propósito es hacer más fácil la vida de las personas, innovando e implementando proyectos de transformación digital con un metodología ágil y segura.
Como Analista Programador ANGULAR tendrás la misión de:
Desarrollar la interfaz de usuario en Angular con Microfrontends.
Integrar con Azure API Management y asegurar la correcta comunicación con el backend.
Garantizar accesibilidad y compatibilidad en múltiples dispositivos.
* REQUISITOS:
Bachiller en la carrera de Ingeniería de sistemas, Ingeniería informática, Ingeniería electrónica, Ingeniería industrial o carreras afines.
Experiencia no menor de 4 años como Analista programador o Analista de aplicaciones o similares.
Manejo indispensable de ANGULAR, React, Vue,js, Jquery, TypeScripT, JScript.
* BENEFICIOS:
Te ofrecemos:
Foco en tu desarrollo y línea de crecimiento a través de Canvia College, donde podrás potenciar tus conocimientos con cursos tendencia en tecnología y de gestión.
La importancia de tu bienestar, por ejemplo, el que tengas tiempo libre el día de tu cumpleaños para que lo disfrutes con las personas que más quieres.
Modalidad híbrida de trabajo, trabajo desde casa en la mayoría de nuestras posiciones.
Ingresarás a planilla desde el primer día.
Porque la salud es muy importante, te coberturamos un porcentaje de la EPS
Tendrás una tarjeta de alimentación.
En esta empresa está prohibida la discriminación - Ley N° 29973","Lima, Lima, Peru",Híbrido
Analista programador,"Nos encontramos en la búsqueda de un:
Analista Programador
Bachiller en ingenieria de sistemas o afines
Experiencia mayor a 4 años como programador
Experiencia manejando Java, JavaScript, NestJs
Experiencia trabajando en entornos agiles
Deseble conocimiento en desarrollo de aplicaciones moviles
Beneficios:
Desarrollo profesional
pertenecer a una empresa solida","Lima, Lima, Peru",Híbrido
Backend Developer Senior - CULQI,"¡Nos encontramos en búsqueda de un BACKEND DEVELOPER SENIOR para el equipo Culqi!
Culqi es una fintech líder que pertenece al grupo Credicorp, que está revolucionando los pagos digitales en Latinoamérica con soluciones tecnológicas innovadoras y seguras.
Misión del puesto: El Developer Backend Senior es responsable de desarrollar y optimizar soluciones escalables y seguras en Node.js, aprovechando AWS y arquitecturas orientadas a eventos para garantizar sistemas eficientes y resilientes. Su misión es construir y mantener servicios robustos, gestionar la comunicación asincrónica mediante eventos, implementar buenas prácticas de seguridad y optimización.
¿Qué esperamos de ti?
Desarrollo y mantenimiento de las aplicaciones integradas a bases de datos SQL y no SQL,
Desarrolar APIs REST eficientes.
Aplicar buenas prácticas de desarrollo y código limpio asi como principios SOLID y patrones de diseño.
Implementar flujos de comunicación síncrona y asíncrona eficientes y resilientes.
Desplegar las funcionalidades programadas sobre el servicio de EKS en AWS
Realizar estimaciones de tareas que se le asignen.
Realizar integraciones en los repositorios de código con los otros miembros del equipo.
Escribir pruebas unitarias sobre Jest.
Documentación de APIs y procesos clave.
¿Qué buscamos?
Técnico concluido o Universitario concluido en carreras como Ingenieria de Sistemas, Ingenieria de Software o afines.
5 a 7 años de experiencia como Backend
Experiencia en el sector financiero o medios de pago (deseable)
Seniority Senior en programación en JavaScript con Typescript
Seniority Senior en programación con Nodejs
Seniority Senior en servicios AWS (Lambda, API Gateway, EKS, S3, EventBridge, Redis, SQS, Cognito)
Experiencia en contenedores Docker y Kubernetes.
Experiencia en CI/CD con Gitlab
Experiencia y conocimientos sólidos en Servicios API Rest
Experiencia con bases de datos PostgreSQL y DynamoDB
Experiencia escribiendo pruebas unitarias sobre Jest
Conocimiento en patrones, principios y buenas prácticas de desarrollo
¿Qué beneficios disfrutarás?
Ingreso a Planilla Culqi.
Pago de Bonos por Desempeño (Hasta 4 sueldos)
Oportunidades de desarrollo
EPS 100%
Contrato indeterminado
Si estás listo para unirte al equipo que innova y crea soluciones, ¡postula con nosotros!
“Somos una organización comprometida con la igualdad de derechos y oportunidades. Nuestros procesos de selección se rigen bajo una política donde nuestras/os postulantes son consideradas/os sin importar su origen, género, raza o cualquier otra característica, condición o preferencia, promoviendo así una cultura de respeto mutuo”","San Isidro, Lima, Peru",Híbrido
Analista programador,"La Universidad de San Martin de Porres te invita a participar en la selección de un analista programador:
Requisitos:
Titulado o Bachiller de la carrera profesional de Ingeniería de Computación y Sistemas.
Office nivel avanzado.
Programas requeridos:
Asp .NET
PHP
Wordpress
SQL Server
SCRUM y/o otros lenguajes de programación
Funciones Específicas:
Analizar, diseñar, desarrollar e implementar sistemas de información según las necesidades del Centro.
Desarrollar aplicaciones web.
Determinar la factibilidad técnica de los requerimientos de los usuarios y las propuestas de implementación de los sistemas de información.
Elaborar y actualizar los manuales técnicos y de usuario de los sistemas de información asignados.
Registrar en el sistema el avance las labores asignadas por su jefe inmediato.
Elaborar reportes periódicos del avance en los proyectos asignados.
Brindar soporte técnico de segundo nivel a los incidentes escalados por la mesa de servicios de TI.
Capacidad para trabajar en equipo.
Condiciones Laborales:
Remuneración S/ 2,200 - S/ 3,000 (según evaluación).
Horario: Lunes a Viernes de 9:00am - 5:45pm
Lugar de trabajo: Jesús María","Jesús María, Lima, Peru",Presencial
Analista Programador (Java Oracle)- Presencial,"Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa.","La Victoria, Lima, Peru",Presencial
Soporte Jr de Aplicaciones (Linux/PLSQL),"Somos una empresa de Soluciones Digitales y Servicios de TI con 30 años de experiencia en el mercado. Contamos con más de 8 mil colaboradores en Latinoamérica, Estados Unidos y Europa.","La Victoria, Lima, Peru",Presencial
ANALISTA PROGRAMADOR JAVA,"En Valtx, empresa con 24 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura tecnológica para el negocio; y consultoría en diversos procesos de transformación, nos encontramos en la búsqueda de un ANALISTA PROGRAMADOR JAVA
Principales funciones o actividades
- Diseñar y desarrollar aplicaciones en JAVA.
- Ejecutar pruebas de software.
- Relevar requerimientos.
- Brindar soporte a las pruebas con usuarios.
- Realizar documentación.
- Brindar soporte al despliegue en entornos productivos y no productivos.
- Desarrollo de apis REST
¿Qué requisitos necesito?
- Técnico, Egresado o Bachiller de las carreras de Ingeniería de Sistemas, Ingeniería Informática o afines.
- +3 años de experiencia comprobable
- Conocimientos de Java: JDK 18 + Spring Boot (Requerido).
- Experiencia en creación de API Restful
- Experiencia en documentación de servicios con swagger.
- Conocimiento de Pruebas unitarias: JUnit, Mockito.
- Conocimiento de Git, Bitbucket .
- Conocimiento de CI/CD, devops y pipelines (Jenkins).
- Conocimiento de Apache Hive.
- Conocimiento Kubernetes.
- Deseable conocimiento de Anthos.
- Deseable conocimiento de Arquitectura de Software: Hexagonal o Arquitectura limpia
- Deseable conocimiento de Seguridad JWT (autenticación y autorización) Spring Security + OAuth2.
- Deseable manejo de Jira.","San Borja, Lima, Peru",Híbrido
Analista Programador Postgre/Oracle/Híbrido,"Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:
(1) Analista Programador Postgre/Oracle
Requisitos
Universitario de Ingeniería de Sistemas, Informática, o afines
Experiencia de 3 años en puestos similares como mínimo
Experiencia realizando labores de Analista de Sistemas
Desarrollador Oracle (PL/SQL) nivel avanzado, store procedures, funciones, packages
Desarrollador BD PostgreSQL nivel avanzado
Experiencia realizando tuning de Base de Datos
Conocimiento en Oracle Data Integrator (ODI)
Experiencia en GCP, Cloud Composer, Cloud Storage, Cloud Functions, Data Funciton, Data low
Modelamiento de Base de Datos
Recomendable que haya realizado labores como Analista Fullstack
Funciones:
Diseñar, analizar y desarrollar soluciones en la Base de Datos
Realizar la documentación correspondiente al proyecto
Realizar estimaciones del trabajo solicitado
Hacer las correcciones y/o mejoras de los programas realizados
Coordinar el pase a producción
Dar soporte post-producción de la solución
¿Qué ofrecemos?
Ingreso a planilla GENERAL de la empresa.
Remuneración acorde al mercado
Trabajo Híbrido: 1 vez a la semana (jueves) asistir a las oficinas del cliente en San Borja.
Horario: Lunes a viernes de 8:30am a 6:30pm
El cliente brindará laptop.","San Borja, Lima, Peru",Híbrido
